startphrase,ending1,ending2,ending3,ending4,label,min_surprisal_gpt2,min_surprisal_t5,min_surprisal_bert
People are kayaking in a river. A person,People are kayaking in a river. A person sails over a river.,People are kayaking in a river. A person is riding a horse in water.,People are kayaking in a river. A person drives a tube down a river.,People are kayaking in a river. A person is paddling under the water.,2,4,1,2
People are kayaking in a river. A person,People are kayaking in a river. A person drives a tube down a river.,People are kayaking in a river. A person is paddling under the water.,People are kayaking in a river. A person sails over a river.,People are kayaking in a river. A person is riding down a waterfall.,4,2,3,4
He peers into a window. He,He peers into a window. He lets out his new shirt.,He peers into a window. He turns to someone.,He peers into a window. He wipes it down with a cloth.,He peers into a window. He walks out the window.,3,4,2,2
One of the guys puts on a white hat. We,One of the guys puts on a white hat. We see a tree outside.,One of the guys puts on a white hat. We see the lady taking pictures.,One of the guys puts on a white hat. We see the are walking again.,One of the guys puts on a white hat. We the guy dressed in white.,2,1,1,4
Someone drives slowly through a suburban neighborhood. Someone,Someone drives slowly through a suburban neighborhood. Someone rolls down her window.,Someone drives slowly through a suburban neighborhood. Someone hurries into another car.,Someone drives slowly through a suburban neighborhood. Someone jumps on one escalator.,Someone drives slowly through a suburban neighborhood. Someone enters a dark apartment.,1,1,4,4
Someone bounces in her seat with excitement. He,Someone bounces in her seat with excitement. He soars toward the suv.,Someone bounces in her seat with excitement. He turns and gets up.,Someone bounces in her seat with excitement. He gives a coca wink.,Someone bounces in her seat with excitement. He guides the noblewoman up.,2,2,4,2
Someone races through a row of tollbooths. She,Someone races through a row of tollbooths. She snags the board and frowns.,Someone races through a row of tollbooths. She go for the stairs.,Someone races through a row of tollbooths. She stumps on the limo's roof.,Someone races through a row of tollbooths. She hangs on the docks.,3,4,4,4
"The locomotive pulling cattle and goods trucks comes into sight, rolling slowly towards the boundary of the Umschlagplatz and coming to a halt. Among the great throng of people, the people","The locomotive pulling cattle and goods trucks comes into sight, rolling slowly towards the boundary of the Umschlagplatz and coming to a halt. Among the great throng of people, the people leap into the abyss.","The locomotive pulling cattle and goods trucks comes into sight, rolling slowly towards the boundary of the Umschlagplatz and coming to a halt. Among the great throng of people, the people break through the door.","The locomotive pulling cattle and goods trucks comes into sight, rolling slowly towards the boundary of the Umschlagplatz and coming to a halt. Among the great throng of people, the people run down the street.","The locomotive pulling cattle and goods trucks comes into sight, rolling slowly towards the boundary of the Umschlagplatz and coming to a halt. Among the great throng of people, the people trudge towards the train.",4,2,4,1
"Someone shoves her friend, then allows a smile. Behind them, someone","Someone shoves her friend, then allows a smile. Behind them, someone laughs at her mother.","Someone shoves her friend, then allows a smile. Behind them, someone trips over her chair.","Someone shoves her friend, then allows a smile. Behind them, someone runs down the stairs.","Someone shoves her friend, then allows a smile. Behind them, someone hesitates for a moment.",4,4,2,3
Someone looks around the moonlit graveyard. The trophy,Someone looks around the moonlit graveyard. The trophy is full of dementors.,Someone looks around the moonlit graveyard. The trophy extends at someone's head.,Someone looks around the moonlit graveyard. The trophy is fixed at a king's surface.,Someone looks around the moonlit graveyard. The trophy is lying on the ground.,4,4,1,4
He runs his fingers over his hairless skull. Someone,He runs his fingers over his hairless skull. Someone strides out with someone.,He runs his fingers over his hairless skull. Someone wakes up asleep in bed.,He runs his fingers over his hairless skull. Someone emerges from the shadows.,He runs his fingers over his hairless skull. Someone is stock - still.,3,3,4,3
He slashes open someone's sleeve. He,He slashes open someone's sleeve. He bites someone's armpit.,He slashes open someone's sleeve. He cuts someone's arm.,He slashes open someone's sleeve. He rips it out from its body.,He slashes open someone's sleeve. He gives it a relieved shove.,2,2,2,4
He cuts someone's arm. Someone's blood,He cuts someone's arm. Someone's blood is in his eyes and nose.,He cuts someone's arm. Someone's blood has flared into a sharp face.,He cuts someone's arm. Someone's blood bears a distance beneath it.,He cuts someone's arm. Someone's blood cascades off the spurts.,1,1,4,1
He cuts someone's arm. Someone's blood,He cuts someone's arm. Someone's blood has flared into a sharp face.,He cuts someone's arm. Someone's blood bears a distance beneath it.,He cuts someone's arm. Someone's blood cascades off the spurts.,He cuts someone's arm. Someone's blood is added to the cauldron.,4,4,3,4
"Someone and another man, someone, are there. Someone","Someone and another man, someone, are there. Someone joins him in the locker pool.","Someone and another man, someone, are there. Someone takes the mail from someone.","Someone and another man, someone, are there. Someone looks round at him.","Someone and another man, someone, are there. Someone is handed over someone's bag.",3,3,3,3
