,type,startphrase,ending1,ending2,ending3,ending4,label,bert_average_surprisal_prediction,bert_max_word_surprisal_prediction,bert_max_words_each_ending,gpt2_average_surprisal_prediction,gpt2_max_word_surprisal_prediction,gpt2_max_words_each_ending,t5_average_surprisal_prediction,t5_max_word_surprisal_prediction,t5_max_words_each_ending
1766,p,The pimple on my face is as big as an elephant. I,give the elephant some peanuts.,need to put on acne cream.,slap my face.,see the elephant in the jungle.,2,4,3,"['peanuts', 'acne', 'face', 'jungle']",4,4,"[' give', ' acne', ' slap', ' see']",4,4,"['peanuts', 'acne', 'slap', 'jungle']"
1767,o,"Sachin is the best cricketer in the world but I hate cricket. So, I",am the biggest fan of Sachin .,am not a big fan of Sachin .,adore Sachin.,love Sachin.,2,2,2,"['sachin', 'sachin', 'sachin', 'sachin']",2,4,"['.', '.', ' adore', ' Sach']",1,1,"['Sachin', 'Sachin', 'Sachin', 'Sachin']"
1768,o,"The people are having dinner, so",they are playing golf.,the people are dancing.,they are eating food.,the dinner is not ready,3,2,2,"['golf', 'dancing', 'food', 'ready']",2,3,"[' playing', ' dancing', ' food', ' ready']",2,3,"['golf', 'dancing', 'food', 'ready']"
1769,i,"Todd heard it was supposed to rain cats and dogs, so he",kidnapped local children.,put on his galoshes.,volunteered at the local animal shelter.,decided to buy cat food and dog food.,2,4,3,"['children', 'galoshes', 'shelter', 'food']",4,4,"[' kidnapped', ' gal', ' volunteered', ' cat']",4,4,"['kidnapped', 'galoshes', 'volunteered', 'buy']"
1770,o,The woman demonstrates how to cut a turkey. The woman,grinds the turkey into powder,cuts her pet bird in half with scissors,firstly takes the turkey out of the oven,cuts her clothes into shreds with scissors,3,2,3,"['grinds', 'scissors', 'oven', 'shreds']",3,3,"[' grind', ' pet', ' first', ' clothes']",3,2,"['grinds', 'pet', 'firstly', 'shreds']"
1771,o,"I am hungry, so I should",eat food.,not eat food.,sing a song.,play football.,1,3,3,"['food', 'food', 'song', 'football']",1,2,"[' food', ' food', ' sing', ' play']",4,4,"['eat', 'eat', 'a', 'football']"
1772,o,"I have been working on Bert for 5 days now, and I am not convinced by its accuracy. I just",think it is an average model.,think it is the best NLP model ever.,hate it.,love it.,1,1,4,"['model', 'nlp', 'it', 'it']",4,4,"[' model', ' N', ' hate', ' love']",4,4,"['model', 'NLP', 'hate', 'love']"
1773,o,"USA won the football match against Brazil. Thus, Brazil's players were",not happy by their performance.,loved to lose the match.,super happy.,happy by their performance.,1,1,4,"['performance', 'loved', 'happy', 'performance']",1,1,"[' by', ' loved', ' super', ' by']",4,1,"['happy', 'loved', 'super', 'happy']"
1774,o,"This is a picture of a dog, that is why",there is a horn.,there is no dog in the picture,there is a tail.,there is a phone.,3,2,2,"['horn', 'picture', 'tail', 'phone']",2,2,"[' horn', ' there', ' tail', ' phone']",2,2,"['horn', 'no', 'tail', 'phone']"
1775,o,Professor Downey has solved the most difficult NLP problem. He is,sad that it was a difficult problem.,sad that he has solved the difficult problem.,very sad.,happy to have solved it.,4,1,1,"['problem', 'problem', 'sad', 'it']",4,4,"[' sad', ' sad', ' sad', ' happy']",4,4,"['a', 'he', 'sad', 'happy']"
1776,o,Mayank has solved some very difficult questions on GRE test and scored 332. He is,not happy that he scored very well.,very sad to have solved the questions.,happy to have solved the questions,crying.,3,3,3,"['well', 'questions', 'questions', 'crying']",3,3,"[' very', ' solved', ' happy', ' crying']",3,2,"['he', 'the', 'the', 'crying']"
1777,o,The doctor greets her patient as she enters the room. The doctor,sits on the patient.,scans her waiting room questionnaire.,asks the patient how to perform heart surgery.,scans the room for ants.,2,3,3,"['patient', 'questionnaire', 'surgery', 'ants']",1,1,"[' sits', ' questionnaire', ' heart', ' ants']",3,3,"['sits', 'scans', 'asks', 'ants']"
1778,o,Professor downey has given some very difficult questions in the test but students solved them all. Students clearly,are sad that they solved the questions.,have not exceeded his expectations.,are dumb.,have exceeded his expectations.,4,1,1,"['questions', 'expectations', 'dumb', 'expectations']",4,3,"[' solved', ' exceeded', ' dumb', ' exceeded']",1,4,"['sad', 'his', 'dumb', 'his']"
1779,i,"Sally suggested Todd take her criticisms with a grain of salt, so he",increased his sodium intake.,decided not to take her words too seriously.,purchased a salt shaker.,drove a stake into his own heart.,2,2,4,"['intake', 'seriously', 'shaker', 'heart']",2,2,"[' sodium', ' words', ' salt', ' drove']",2,1,"['increased', 'words', 'shaker', 'a']"
1780,o,"On stage, a woman takes a seat at a piano for the first time in her life. She",is very confident as she starts playing.,is very nervous as she starts playing.,plays guitar with four people on stage.,calls someone on the stage.,2,4,4,"['playing', 'playing', 'stage', 'stage']",2,2,"[' confident', ' very', ' four', ' someone']",3,2,"['confident', 'nervous', 'guitar', 'someone']"
1781,o,"The heating in my room doesn't work, so I",feel very cold.,am in a high mood.,open my computer.,go to sleep.,1,4,1,"['cold', 'mood', 'computer', 'sleep']",4,4,"[' feel', ' high', ' open', ' go']",4,4,"['cold', 'a', 'open', 'go']"
1782,o,"Switzerland is a good place for vacations, so we should",not plan our vacation in Switzerland.,buy Switzerland.,visit Switzerland.,not go to Switzerland for our vacations.,3,4,1,"['switzerland', 'switzerland', 'switzerland', 'vacations']",4,4,"[' plan', ' Switzerland', ' visit', ' our']",3,3,"['plan', 'buy', 'visit', 'vacations']"
1783,o,"On stage, a woman takes a seat at the piano for the first time in her life and she is unprepared. She",plays guitar with four people on stage.,calls someone on the stage.,is very confident as she starts playing.,is very nervous as she starts playing.,4,2,2,"['stage', 'calls', 'playing', 'playing']",4,4,"[' four', ' calls', ' confident', ' very']",4,4,"['guitar', 'someone', 'confident', 'as']"
1784,o,A woman shoots a basketball at a hoop. The woman,does a backflip,chases the ball after it ricochets off the rim,shoots a basketball at a hoop,jumps twenty feet into the air,2,3,4,"['backflip', 'ricochets', 'hoop', 'air']",3,3,"[' does', ' ch', ' woman', ' twenty']",4,4,"['backflip', 'ricochets', 'hoop', 'jumps']"
1785,o,"On stage, a woman takes a seat at the piano. She",starts playing the piano.,starts playing the guitar.,starts singing.,starts dancing.,1,1,1,"['piano', 'guitar', 'singing', 'dancing']",3,3,"[' starts', ' guitar', ' starts', ' dancing']",1,1,"['starts', 'guitar', 'starts', 'dancing']"
1786,o,"Sunday was a bright day. On sunday,",it was cloudy,it was raining,the sun was out.,the snow fell,3,3,3,"['cloudy', 'raining', 'out', 'fell']",3,3,"[' cloudy', ' raining', ' sun', ' snow']",4,4,"['cloudy', 'raining', 'out', 'fell']"
1787,o,The actor rehearses his lines with the understudy. The actor,tells the understudy to make him a sandwich.,runs into the lake.,keeps messing up and swears out of frustration.,tries to break the understudy's leg.,3,2,2,"['understudy', 'lake', 'swears', 'understudys']",1,1,"[' tells', ' lake', ' messing', ' under']",2,2,"['understudy', 'lake', 'messing', 'understudys']"
1788,o,Roger Federer walks into the tennis court for the one last time. We,expect him to lose his last match.,won't see his match.,will see him next year too.,won't see him playing next year.,4,3,3,"['match', 'wont', 'too', 'wont']",4,2,"[' expect', ' won', ' too', ' won']",1,1,"['lose', 'wont', 'too', 'wont']"
1789,o,Roger Federer walks into the tennis court for the one last time. He,will be the ball boy in the match.,will collect the tennis balls.,is crying as it is his last match.,is not emotional as it is his last match.,3,1,1,"['match', 'balls', 'match', 'match']",3,3,"[' ball', ' collect', ' crying', ' emotional']",4,2,"['boy', 'collect', 'crying', 'emotional']"
1790,o,"I had played cricket until I failed last year. Now, I",don't play cricket anymore.,play cricket over the weekends,play cricket everyday.,play cricket alternate days.,1,2,2,"['dont', 'weekends', 'everyday', 'days']",1,1,"[' don', ' over', ' everyday', ' alternate']",1,2,"['dont', 'weekends', 'everyday', 'alternate']"
1791,o,I love all animals except my own cat. I,don't like my cat.,adore my cat.,think my cat is the best.,love my cat.,1,3,4,"['dont', 'adore', 'best', 'cat']",4,4,"[' my', ' adore', ' think', ' my']",4,4,"['dont', 'adore', 'think', 'cat']"
1792,o,"I don't have a curtain in my living room, so every morning I am waken up by",the curtain.,the sunlight.,the window.,the clock.,2,4,4,"['curtain', 'sunlight', 'window', 'clock']",2,2,"[' curtain', ' sunlight', ' window', ' clock']",1,1,"['the', 'sunlight', 'window', 'clock']"
1793,o,I don't believe in atheism. I,think god exists.,am an atheist.,don't think god exist.,am dancing now.,1,2,2,"['exists', 'atheist', 'dont', 'now']",2,2,"[' god', ' am', ' god', ' dancing']",4,1,"['god', 'atheist', 'god', 'dancing']"
1794,o,The old man pets his dog. The dog,chases after the ball.,eats his cat food.,licks his owner.,barks angrily.,3,1,1,"['ball', 'food', 'owner', 'angrily']",1,2,"[' ball', ' eats', ' owner', ' bar']",2,1,"['chases', 'eats', 'licks', 'angrily']"
1795,r,All my siblings are nice except Rob. Rob,is kind to me.,is always nice to me.,annoys me a lot.,is very sweet to me.,3,2,4,"['me', 'me', 'annoys', 'me']",2,2,"[' kind', ' nice', ' annoy', ' sweet']",4,2,"['kind', 'always', 'annoys', 'sweet']"
1796,r,All my professors are nice except Professor ABC. Professor ABC,treats students very well.,is very strict.,has best teaching style.,is fair to all students.,2,1,1,"['well', 'strict', 'style', 'students']",2,2,"[' treats', ' strict', ' best', ' fair']",1,1,"['treats', 'strict', 'best', 'fair']"
1797,o,"Cricket is played with balls and bats, if you have bat and ball then",we can go to the library for playing cricket.,we can not play cricket.,we can go for a game.,we can go for dinner.,3,3,3,"['cricket', 'cricket', 'game', 'dinner']",2,3,"[' library', ' not', ' game', ' dinner']",1,2,"['library', 'not', 'a', 'dinner']"
1798,o,Professor Downey has given a very difficult test but all students got the full marks except John . John is,happy that he hasn't got the full marks.,dancing in celebration.,sad that he hasn't got the full marks.,super happy that he came last in the test.,3,4,4,"['hasnt', 'celebration', 'hasnt', 'test']",3,1,"[' happy', ' dancing', ' sad', ' super']",4,2,"['hasnt', 'celebration', 'hasnt', 'he']"
1799,i,"After hearing that his father had kicked the bucket, Martin",fantasized about joining a marching band.,asked his father not to kick things.,felt sad.,chose to clean up the bucket.,3,2,4,"['fantasized', 'things', 'sad', 'bucket']",2,3,"[' fantas', ' things', ' sad', ' chose']",4,4,"['marching', 'things', 'sad', 'chose']"
1800,o,"January is the coldest month in Chicago, because",other months are colder than January.,January is the hottest month in the year.,Chicago is colder than New York.,other months are hotter than January.,4,2,2,"['january', 'in', 'york', 'january']",2,3,"[' other', ' January', ' Chicago', ' other']",3,1,"['colder', 'hottest', 'colder', 'hotter']"
1801,o,The exam went horribly. I didn't even know,what my name was,who was in my blind-spot on the road,what I ate for breakfast,how to compute the derivative,4,1,1,"['was', 'blindspot', 'breakfast', 'derivative']",1,1,"[' my', ' blind', ' ate', ' derivative']",1,1,"['name', 'blindspot', 'ate', 'derivative']"
1802,o,"Professor Downey has amazing knowledge in all subjects except biology. Thus, He",loves Biology.,got an award for his expertise in Biology.,doesn't teach Biology at all.,teaches Biology very well.,3,2,2,"['biology', 'biology', 'doesnt', 'well']",3,3,"[' loves', ' got', ' doesn', ' very']",2,2,"['Biology', 'got', 'doesnt', 'teaches']"
1803,o,I woke up for breakfast. My dad was cooking this morning. I could smell,the flowers in the town park,the bacon,carbon monoxide,the tension,2,1,2,"['park', 'bacon', 'monoxide', 'tension']",2,2,"[' town', ' bacon', ' carbon', ' tension']",2,2,"['park', 'bacon', 'monoxide', 'tension']"
1804,o,I dropped my phone on the sidewalk. Now it is,flying,cracked,signaling left,drawing with chalk,2,4,4,"['flying', 'cracked', 'left', 'chalk']",2,1,"[' flying', ' cracked', ' signaling', ' drawing']",4,1,"['flying', 'cracked', 'signaling', 'chalk']"
1805,o,"Thomas did not like looking in the mirror, because",Saturday is the last day of the week.,he believed himself to be ugly.,Thomas has a mirror in his house.,Thomas is a coward.,2,1,1,"['saturday', 'ugly', 'house', 'coward']",2,2,"[' Saturday', ' ugly', ' Thomas', ' Thomas']",1,1,"['Saturday', 'he', 'a', 'coward']"
1806,o,"I love going to the movies. The projector broke, so they replaced it with",a projector,a soda,popcorn,a pizza,1,2,3,"['projector', 'soda', 'popcorn', 'pizza']",1,1,"[' projector', ' soda', ' popcorn', ' pizza']",3,3,"['projector', 'a', 'popcorn', 'a']"
1807,o,"The three sisters all have different hair colors. The eldest sister has blond hair, the middle sister has black hair, and the youngest sister",has black hair.,has no hair.,has blond hair.,has red hair.,4,4,2,"['hair', 'hair', 'hair', 'hair']",4,4,"[' black', ' no', ' blond', ' red']",1,1,"['black', 'no', 'blond', 'red']"
1808,o,"The three sisters all have the same hair color. The eldest sister has blond hair, and the youngest sister",has no hair.,has black hair.,has blond hair.,has red hair.,3,2,1,"['hair', 'hair', 'hair', 'hair']",2,2,"[' no', ' black', ' blond', ' red']",2,2,"['no', 'black', 'blond', 'red']"
1809,o,The baby was crying because her bottle was out of,milk,diapers,alcohol,crayons,1,1,1,"['milk', 'diapers', 'alcohol', 'crayons']",1,1,"[' milk', ' diapers', ' alcohol', ' cr']",1,1,"['milk', 'diapers', 'alcohol', 'crayons']"
1810,o,"Please do not throw garbage on the road,",throw it outside the other people houses.,throw it in the other people houses.,throw it in the trash.,eat it.,3,3,3,"['houses', 'houses', 'trash', 'it']",3,3,"[' other', ' houses', ' throw', ' eat']",3,3,"['houses', 'houses', 'in', 'eat']"
1811,o,"The two sisters have the same hair color, and the older sister has blond hair. The younger sister",has blond hair as well.,has brown hair.,has black hair.,has red hair.,1,1,1,"['well', 'hair', 'hair', 'hair']",2,2,"[' as', ' brown', ' black', ' red']",2,2,"['blond', 'brown', 'black', 'red']"
1812,p,"Deborah regretted describing her stingy, ungenerous, African-American coworker John as niggardly because","Deborah is a woman, and women should not speak.",the word bears phonetic similarity to a racial slur.,John is not niggardly.,trucks are generally larger than cars.,2,4,4,"['speak', 'slur', 'niggardly', 'cars']",3,3,"[' Deborah', ' phon', ' n', ' trucks']",4,4,"['a', 'racial', 'niggardly', 'trucks']"
1813,o,It was difficult hearing the professor talk in the classroom. All of the students were,focusing on the professor.,talking loudly about their tests they had just gotten back.,sitting quietly and listening.,talking too quietly.,2,1,3,"['professor', 'back', 'listening', 'quietly']",1,3,"[' focusing', ' tests', ' quietly', ' too']",3,3,"['focusing', 'loudly', 'quietly', 'too']"
1814,o,It was flu season. The school nurse says to,wash your hands,wound soldiers,eat candy,go shopping,1,1,1,"['hands', 'soldiers', 'candy', 'shopping']",1,1,"[' wash', ' wound', ' eat', ' shopping']",1,1,"['wash', 'soldiers', 'eat', 'shopping']"
1815,i,The boy was feeling under the weather. His mom,gave him some medicine.,gave him an umbrella.,moved the clouds.,told him to come inside.,1,4,3,"['medicine', 'umbrella', 'clouds', 'inside']",4,4,"[' gave', ' gave', ' clouds', ' inside']",2,4,"['medicine', 'umbrella', 'clouds', 'inside']"
