,Unnamed: 0,type,startphrase,ending1,ending2,ending3,ending4,label,gpt2-large_average_surprisal_prediction,gpt2-large_max_word_surprisal_prediction,gpt2-large_max_words_each_ending,bert-large-uncased_average_surprisal_prediction,bert-large-uncased_max_word_surprisal_prediction,bert-large-uncased_max_words_each_ending,t5-large_average_surprisal_prediction,t5-large_max_word_surprisal_prediction,t5-large_max_words_each_ending
1555,1555,o,We are all sitting around the campfire during the night. Jimmy,roasts his carrots.,puts his stick of potatoes in the fire.,waits for the ashes to light on fire.,tells us a horror story.,4,4,1,"[' ro', ' Jimmy', ' Jimmy', ' Jimmy']",2,2,"['carrots', 'potatoes', 'fire', 'story']",2,2,"['carrots', 'potatoes', 'ashes', 'a']"
1556,1556,o,Joseph wants to know if Northwestern is a good school. He,goes to school in the northwestern region of the country and asks the students there for feedback.,asks a northwestern mutual intern student about Northwestern.,asks someone attending the university.,studies at Northwestern university.,3,1,3,"[' northwestern', ' intern', ' attending', ' university']",1,3,"['feedback', 'northwestern', 'university', 'university']",1,4,"['northwestern', 'northwestern', 'asks', 'university']"
1557,1557,i,Jace held his tongue in this situation. Jace,thought it was heavy,didn't want to say something bad,lifted his tongue with his hand,put his tongue between his fingers,2,2,2,"[' heavy', ' bad', ' lifted', ' tongue']",4,4,"['heavy', 'bad', 'hand', 'fingers']",3,3,"['heavy', 'didnt', 'lifted', 'put']"
1558,1558,i,Her friends got everything on a silver platter. Her friends,made sure they got anything they wanted on a plate,received their meal on an elegant platter,didn't have to work for anything,got their dinner on a silver plate,3,3,3,"[' anything', ' meal', ' didn', ' dinner']",1,1,"['plate', 'platter', 'didnt', 'plate']",1,2,"['a', 'meal', 'didnt', 'a']"
1559,1559,i,Dan was a sitting duck in this scenario. Dan,was a duck that was sitting,decided to become a duck and sit on the ground,quacked sometimes,was in danger,4,1,4,"[' duck', ' duck', ' qu', ' danger']",2,2,"['sitting', 'ground', 'quacked', 'danger']",4,4,"['a', 'a', 'quacked', 'danger']"
1560,1560,o,He gets a high paying job. He,feels tired.,feels unsatisfied.,feels happy,feels sad.,3,2,3,"[' tired', ' unsatisf', ' feels', ' sad']",3,3,"['tired', 'unsatisfied', 'happy', 'sad']",3,3,"['tired', 'unsatisfied', 'feels', 'sad']"
1561,1561,i,Jamie sighed and said that's just how the cookie crumbles. Jamie,told his friend about how cookies crumble,accepted his fate,described how the crumbs fell off the cookie.,discussed the physics of cookies,2,3,3,"[' cookies', ' Jamie', ' described', ' discussed']",4,4,"['crumble', 'fate', 'crumbs', 'cookies']",3,2,"['crumble', 'fate', 'crumbs', 'physics']"
1562,1562,i,They described Tommy as a Monday Morning Quarterback. Tommy,often criticized others from a position in hindsight,played on a football team on Mondays,was a quarterback but played only on Mondays,was a huge guy who could be a quarterback,1,4,4,"[' hindsight', ' on', ' but', ' huge']",4,4,"['hindsight', 'mondays', 'mondays', 'quarterback']",2,3,"['hindsight', 'a', 'a', 'a']"
1563,1563,i,We told Cain to take a chill pill. Cain,is taking a pill to make him colder,is ingesting a freezing pill,is on medication to lower his temperature,needs to relax,4,3,3,"[' colder', ' ingest', ' medication', ' needs']",3,3,"['colder', 'ingesting', 'temperature', 'relax']",3,3,"['colder', 'ingesting', 'temperature', 'needs']"
1564,1564,o,He is the smartest person in the class. He,knows how to open a door,is easygoing,could answer the question in the course,always get angry,3,1,3,"[' open', ' easy', ' course', ' get']",1,3,"['door', 'easygoing', 'course', 'angry']",1,3,"['a', 'easygoing', 'course', 'angry']"
1565,1565,i,Sid was crazy and we said she lost her marbles. Sid,could not locate where her few precious marbles were at,was losing her mind,was unable to find her marbles,dropped and had her marbles go in various unknown locations,2,3,2,"[' few', ' losing', ' unable', ' various']",1,1,"['at', 'mind', 'marbles', 'marbles']",2,2,"['marbles', 'losing', 'unable', 'unknown']"
1566,1566,o,Joseph wants to know the harm of smoking cigarettes. He,knows the harm of smoking cigarettes.,asks cigarettes about the harm of smoking cigarettes.,goes out and tries smoking a cigarette.,does research on the effects of tar.,4,1,1,"[' knows', ' cigarettes', ' goes', ' research']",4,3,"['cigarettes', 'cigarettes', 'cigarette', 'tar']",1,1,"['knows', 'asks', 'tries', 'tar']"
1567,1567,o,Sarah showed up late for her interview. The,resume submitted her.,alarm wasn't set properly.,interviewer was so impressed by her.,job wasn't for her.,2,4,4,"[' resume', ' alarm', '.', ' job']",3,3,"['her', 'properly', 'interviewer', 'wasnt']",3,1,"['submitted', 'wasnt', 'interviewer', 'wasnt']"
1568,1568,o,Among deep purple and azure wildflowers lay a sprinkling of,snow,TV,purple and azure elephants,computer,1,1,1,"[' snow', ' TV', ' elephants', ' computer']",3,1,"['snow', 'tv', 'elephants', 'computer']",1,1,"['snow', 'TV', 'azure', 'computer']"
1569,1569,o,Joseph wants to learn more about becoming a graduate student. He,asks a professor for insight.,asks an undergraduate student for advice.,asks his dog to tell him more about becoming a graduate student.,knows about becoming a graduate student.,1,3,4,"[' insight', ' an', ' dog', ' becoming']",2,2,"['insight', 'advice', 'student', 'student']",2,2,"['a', 'asks', 'a', 'a']"
1570,1570,p,"Getting in the vehicle, John called shotgun. John",declared the shotgun his,rode in the front passenger seat,found a gun in the car,wanted to shoot the shotgun,2,2,3,"[' declared', ' rode', ' found', ' shotgun']",3,3,"['his', 'seat', 'car', 'shotgun']",3,3,"['shotgun', 'rode', 'a', 'shotgun']"
1571,1571,o,Joseph wants to know what doesn't work with this system. He,knows what doesn't work with this system.,asks his dog what doesn't work with this system.,tries to input random answers.,doesn't want to work with this system.,3,1,1,"[' knows', ' dog', ' input', ' work']",2,3,"['doesnt', 'doesnt', 'answers', 'doesnt']",1,1,"['doesnt', 'doesnt', 'tries', 'doesnt']"
1572,1572,p,"Unable to go, Sarah decided to take a raincheck. Sarah",will check on the rain,wonders if it's wet outside,will see if it's raining outside,will reschedule the event,4,4,3,"[' check', ' wet', ' see', ' res']",3,1,"['rain', 'outside', 'outside', 'reschedule']",1,1,"['check', 'wet', 'raining', 'reschedule']"
1573,1573,i,Jill wanted Elizabeth to spill the beans on the situation. Jill wanted Elizabeth,let her beans drop on the ground,to drop her beans,to tell the secret,let her opened can of beans fall,3,3,3,"[' beans', ' beans', ' secret', ' opened']",3,3,"['ground', 'beans', 'secret', 'fall']",3,3,"['ground', 'drop', 'secret', 'let']"
1574,1574,o,The racer lost control of his vehicle. He,easily wins the race.,saved the audience from it.,panics.,has complete control over the race.,3,4,2,"[' easily', ' saved', ' pan', ' complete']",2,1,"['race', 'it', 'panics', 'race']",4,4,"['easily', 'audience', 'panics', 'complete']"
1575,1575,n,Professor Downey is a great professor. He,is a robot,is great at not making to class and giving a lot of hard homework assignments.,is a computer.,has tenure at Northwestern University.,4,4,3,"[' robot', ' class', ' computer', ' tenure']",1,3,"['robot', 'assignments', 'computer', 'university']",2,4,"['a', 'assignments', 'a', 'tenure']"
1576,1576,o,Joseph wants to become a better software engineer. He,participates in a competitive internship program.,becomes a robot.,takes a class on building a computer.,asks his dog to teach him to become a better software engineer.,1,4,3,"[' participates', ' robot', ' takes', ' dog']",3,3,"['program', 'robot', 'computer', 'engineer']",4,4,"['participates', 'a', 'a', 'asks']"
1577,1577,n,The chicken can not fly. The chicken,turns into an eggs.,crosses the road.,sings a beautiful song.,flies away.,2,2,4,"[' turns', ' crosses', ' sings', ' away']",3,2,"['eggs', 'road', 'song', 'away']",1,1,"['eggs', 'crosses', 'a', 'flies']"
1578,1578,o,A crowd buys tickets to see the movie about an astronaut who visits Mars. They,enter the spaceship to go to Mars,vanish into thin air,dance for two hours,enter the theater to watch it,4,4,1,"[' enter', ' vanish', ' dance', ' enter']",1,1,"['mars', 'air', 'hours', 'it']",4,4,"['spaceship', 'vanish', 'hours', 'it']"
1579,1579,i,The wise man told the boy some advice: Never,put all your eggs in one basket.,dance without a healthy computer.,listen to your mother.,eat fruit.,1,1,1,"[' put', ' computer', ' Never', ' eat']",3,3,"['basket', 'computer', 'mother', 'fruit']",1,1,"['one', 'healthy', 'listen', 'eat']"
1580,1580,i,David asked if the phrase rang any bells. David,was ringing bells,asked if it was familiar,decided to make loud noises,thought the phrase was like a bell,2,2,4,"[' ringing', ' David', ' loud', ' bell']",4,4,"['bells', 'familiar', 'noises', 'bell']",4,2,"['ringing', 'if', 'noises', 'a']"
1581,1581,i,The manager fired the cashier because he had sticky fingers. The cashier,stole a lot of money,had fingers that would stick to things,had eaten sticky food and it was gross,was just using some glue,1,1,4,"[' stole', ' fingers', ' sticky', ' using']",1,1,"['money', 'things', 'gross', 'glue']",2,4,"['a', 'things', 'gross', 'just']"
1582,1582,o,The fisherman felt a tug on his fishing rod. He,reeled in.,pulled back his hat.,ended up catching a car sized salmon.,fed the seagulls.,1,2,2,"[' re', ' hat', ' sized', ' fed']",3,2,"['in', 'hat', 'salmon', 'seagulls']",2,2,"['reeled', 'hat', 'sized', 'seagulls']"
1583,1583,o,Joseph likes money. He,starts working out.,becomes a robot.,starts eatings money.,goes on Amazon Turk to finish tasks.,4,1,1,"[' starts', ' becomes', ' eat', ' Turk']",2,2,"['out', 'robot', 'money', 'tasks']",1,1,"['out', 'a', 'eatings', 'Turk']"
1584,1584,n,"The signal is green, so",the vehicle can not go.,the vehicle should stop.,the vehicle can go.,the vehicle should wait.,3,2,2,"[' not', ' vehicle', ' vehicle', ' wait']",3,3,"['go', 'stop', 'go', 'wait']",3,2,"['not', 'vehicle', 'vehicle', 'vehicle']"
1585,1585,o,"But Emma was the Emperor’s Hand, recruited and trained personally by him, and he trusted her",water,instincts,food,hands,2,2,4,"[' water', ' instincts', ' food', ' hands']",3,3,"['water', 'instincts', 'food', 'hands']",4,4,"['water', 'instincts', 'food', 'hands']"
1586,1586,o,The company is expecting high returns this year. It,saw costs increase by 100%,saw profits stay the same.,made great margins.,saw sales decline by 50%.,3,1,4,"[' costs', ' stay', ' great', ' decline']",2,2,"['100', 'saw', 'margins', '50']",2,4,"['costs', 'saw', 'margins', '50']"
1587,1587,n,"I broke my leg yesterday, so",I can run.,I can jump.,I can not run.,I can play football.,3,3,3,"[' run', ' jump', ' not', ' play']",1,1,"['run', 'jump', 'run', 'football']",4,4,"['run', 'jump', 'can', 'play']"
1588,1588,o,Machine Learning is one of the most interesting and practical courses at Northwestern University. Machine Learning,is a combination of real world and unrealistic,is a statistics-based course,is a useful course,is a unrealistic course,3,2,3,"[' unrealistic', ' statistics', ' course', ' unrealistic']",3,3,"['unrealistic', 'statisticsbased', 'course', 'unrealistic']",1,3,"['unrealistic', 'statisticsbased', 'a', 'unrealistic']"
1589,1589,n,"I am 30 years old, so",I can not vote.,I can not sleep,I can not work.,I can vote.,4,1,1,"[' not', ' sleep', ' work', ' vote']",4,4,"['vote', 'sleep', 'work', 'vote']",2,2,"['vote', 'sleep', 'work', 'vote']"
1590,1590,o,The child was holding the book upside down. The teacher,knew he was pretending to read.,gave the child an A.,was impressed by his high level reading abilities.,read the story of a great lamp.,1,2,2,"[' knew', ' gave', ' impressed', ' lamp']",2,2,"['read', 'a', 'abilities', 'lamp']",2,2,"['pretending', 'A', 'reading', 'a']"
1591,1591,o,A man reads a book about aliens visiting Earth. He,lights his bookcase on fire,then puts it down and goes to bed,jumps into his spaceship,climbs Mt. Everest,2,2,2,"['case', ' puts', ' jumps', ' Mt']",2,2,"['fire', 'bed', 'spaceship', 'everest']",2,2,"['bookcase', 'bed', 'spaceship', 'Everest']"
1592,1592,n,I am driving a car.,I do not know how to drive a car.,I know how to drive a car.,I am on the bus.,I am in the metro.,2,1,1,"[' do', ' know', ' bus', ' metro']",1,1,"['car', 'car', 'bus', 'metro']",1,1,"['a', 'a', 'I', 'I']"
1593,1593,o,I went to South Korea over the summer. My,favorite food hamburgers came originated from there.,parents drove me from the US to visit relatives.,Korean is really bad.,Spanish classes helped prepare me to speak the native language.,3,2,3,"[' originated', ' drove', ' Korean', ' Spanish']",2,3,"['hamburgers', 'relatives', 'bad', 'language']",4,3,"['hamburgers', 'relatives', 'Korean', 'prepare']"
1594,1594,n,"Today is Monday, this means that",today is not Monday.,yesterday was not Sunday.,tomorrow is not Tuesday.,today is not Tuesday.,4,1,1,"[' not', ' yesterday', ' tomorrow', ' not']",1,1,"['monday', 'sunday', 'tuesday', 'tuesday']",4,3,"['not', 'not', 'not', 'not']"
1595,1595,o,A woman watches a show about fishermen catching big fish in the Arctic Ocean. She,hides her remote control in a fish,falls off her boat and into the ocean,changes the channel during a commercial break,puts on her scuba gear and jump into the ocean with her monitor,3,2,2,"[' remote', ' falls', ' changes', ' monitor']",2,2,"['fish', 'ocean', 'break', 'monitor']",2,2,"['hides', 'falls', 'a', 'scuba']"
1596,1596,i,I was feeling tired and sleepy. I,took cold pills,went to see a counselor,bought care tires,decided to hit the sack,4,4,4,"[' cold', ' counselor', ' tires', ' hit']",4,4,"['pills', 'counselor', 'tires', 'sack']",2,1,"['cold', 'a', 'tires', 'sack']"
1597,1597,,I could not bear the load any more. I had,to relinquish the weight.,run in fear that it might attack me.,to make sure all of the food was hidden.,pet the giant furry animal because he was cute.,1,1,2,"[' relinqu', ' run', ' hidden', ' pet']",3,4,"['relinquish', 'me', 'hidden', 'cute']",3,2,"['relinquish', 'run', 'hidden', 'he']"
1598,1598,o,A group of friends stranded on an island shiver during a cold night. They,burn the American flag to keep warm,huddle around a fire to keep warm,drink cold drinks and surf waves all night,do backflips to pass the time,2,2,2,"[' burn', ' h', ' surf', ' back']",1,3,"['warm', 'huddle', 'night', 'backflips']",1,3,"['burn', 'huddle', 'cold', 'backflips']"
1599,1599,i,A parent is angry at a child for breaking a vase. The parent,trades the child for a vase,lets the child break another vase,punishes the vase for breaking the kid,lets the child off the hook with a warning,4,4,2,"[' trades', ' lets', ' pun', ' lets']",4,1,"['vase', 'vase', 'punishes', 'warning']",2,2,"['trades', 'another', 'punishes', 'a']"
1600,1600,p,There was a minute amount of sand in the glasses. I suddenly,looked at my watch in fear.,started eating faster go get done in time.,ran out of time.,realized the trace contents when I looked very hard.,4,3,1,"[' suddenly', ' go', ' ran', ' contents']",1,4,"['fear', 'go', 'time', 'hard']",3,3,"['fear', 'go', 'time', 'contents']"
1601,1601,o,The student is trying to sharpen a pencil with a sharpener. He,decides to sharpen a ruler instead,uses the pencil to sharpen the sharpener,gives up and erases everything in frustration,gets one from his backpack,4,2,2,"[' ruler', ' uses', ' er', ' one']",4,4,"['sharpen', 'sharpener', 'erases', 'backpack']",4,4,"['sharpen', 'sharpener', 'erases', 'backpack']"
1602,1602,r,A dog scampers into the kitchen to eat his food. The food,bites his owner on the hand,was poured into his bowl,barks incessantly,wags its tail,2,2,2,"[' bites', ' poured', ' bar', ' w']",1,1,"['hand', 'bowl', 'incessantly', 'wags']",2,2,"['bites', 'poured', 'incessantly', 'wags']"
